,GeneSymbol,1,1,1,1,2,2,2,2
g1,1-Mar,10.403773,10.25009,10.301075,10.465928,10.053986,10.167992,10.150619,10.339331
g2,1-Mar,6.388922,6.247225,5.9433427,5.7517595,6.0483913,5.8902454,5.648529,5.1328855
g3,1-Mar,8.2854185,8.095609,8.144623,8.324817,7.6798177,7.7746544,7.9058805,7.990695
g4,2-Mar,8.68094,8.516769,8.726062,8.860092,8.876263,8.816826,8.787378,9.252708
g5,2-Mar,9.704185,9.655601,9.864273,9.881101,9.985508,9.902888,9.929582,9.89581
g6,2-Mar,7.738098,7.497055,7.212946,7.876887,7.471882,7.5812497,7.4478245,7.9824014
g7,3-Mar,6.374688,6.2908916,6.3155737,6.7455835,7.259673,6.6943626,6.846384,6.865724
g8,3-Mar,3.1140203,3.2721553,3.1722164,2.1041064,4.051483,3.4534168,2.8668973,2.7741933
g9,4-Mar,3.039077,2.5661564,3.162176,2.4664047,1.8062127,2.0601218,1.8374021,5.1989784
g10,5-Mar,9.540163,9.358049,9.401083,9.469585,9.368273,9.383031,9.479567,9.030207
g11,6-Mar,12.433919,12.564199,12.56941,12.584377,12.9556675,12.951468,12.872969,12.65049
g12,7-Mar,9.734993,9.723536,9.972275,9.824243,9.629279,9.583086,9.509833,9.557791
g13,8-Mar,5.6417036,5.8340273,5.906066,5.697803,5.048117,5.481413,6.157754,5.957947
g14,9-Mar,10.781602,10.795176,10.930244,10.926836,11.164755,11.020622,10.94049,11.176374
g15,10-Mar,2.5602536,2.562904,2.9310298,4.6788664,1.8247937,2.0908434,3.6398358,2.5870008
g16,11-Mar,1.8293383,1.8189435,1.8371801,1.9019475,1.8140285,1.8113226,1.811604,1.8620963
g17,1-Sep,1.7876917,1.7817459,1.7867873,1.9217457,1.8006525,1.8052403,1.8142148,1.8980573
g18,2-Sep,14.650961,14.512432,14.523795,14.582142,14.118594,14.065737,14.041395,13.952164
g19,2-Sep,9.610438,9.527247,9.424235,9.497597,9.474339,9.23133,9.345425,9.322266
g20,2-Sep,8.476713,8.573588,8.592609,8.69194,8.577602,8.626892,8.578663,8.56267
g21,3-Sep,2.792492,2.7461505,3.3596623,2.7537146,1.8047308,3.777237,2.9180486,2.7100499
g22,3-Sep,5.2306304,5.5525517,4.927833,5.277299,5.3881464,5.535224,5.55483,5.8273234
g23,4-Sep,2.0057595,3.4207842,2.660067,1.8429055,1.8997421,1.9025187,1.9256164,1.8433957
g24,5-Sep,2.6278932,1.9396572,1.968885,1.8515537,2.1287527,1.997932,2.049382,1.8981439
g25,6-Sep,8.24761,7.941731,7.93313,7.9697723,8.777509,8.787378,8.527788,8.46035
g26,6-Sep,7.620086,7.5788703,7.2854977,7.397061,8.0123825,8.0332775,7.841724,7.9234123
g27,7-Sep,8.859816,8.452917,8.295542,8.516769,9.113053,8.463992,8.355699,8.469301
g28,7-Sep,12.633319,12.662883,12.329523,12.207011,12.346878,12.192956,12.088703,12.25834
g29,7-Sep,13.357236,13.324836,13.313782,13.281438,13.097736,13.295133,13.193118,13.09714
g30,7-Sep,11.833233,11.699767,11.45103,11.540504,11.342386,11.283543,11.283997,11.462451
g31,7-Sep,10.684018,10.564934,10.449105,10.540037,10.491804,10.463867,10.536048,10.136763
g32,8-Sep,9.303551,9.077089,9.1304655,9.051692,9.71032,9.450495,9.605566,9.618454
g33,8-Sep,5.023353,5.766802,5.3568263,4.607565,4.8241496,5.413198,4.5908403,4.908162
g34,8-Sep,6.578251,6.399138,6.3349943,6.3681307,6.472372,6.553442,6.4352922,6.8918943
g35,9-Sep,16.328804,16.487368,16.528902,16.475647,16.20857,16.45715,16.667883,16.18018
g36,9-Sep,8.506326,8.3831,7.997034,8.087767,8.129197,8.44606,8.274936,8.212319
g37,10-Sep,14.207535,14.278668,14.438629,14.210731,14.24418,14.274217,14.254328,13.906484
g38,11-Sep,11.710792,11.650976,11.710288,11.703097,11.415077,11.600151,11.53589,11.860319
g39,12-Sep,4.2204666,4.155314,4.5781374,4.920211,4.5702114,3.7692416,5.0690455,5.1282043
g40,14-Sep,7.944347,7.853358,7.9274015,7.9655623,7.8782744,7.6033015,7.5941224,7.6169715
g41,14-Sep,7.7204514,7.7372894,7.815568,7.53511,7.6089864,7.6314077,7.612504,7.458544
g42,14-Sep,8.939566,9.081285,8.888452,8.838562,8.661479,8.629549,8.677151,8.355453
g43,14-Sep,6.1879377,6.214033,6.594574,6.258095,5.8311,5.795451,5.7168527,6.2070446
g44,14-Sep,1.9282587,2.9758575,3.537626,3.1677248,2.8104396,3.0768092,2.9816766,3.4655783
g45,14-Sep,5.2562885,5.550072,5.849404,5.9812512,5.33302,5.344816,5.2509446,5.769967
