GenSymbol	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12
Klhl8	-0.415972669	-1.043458565	-1.094609048	-0.94042875	-0.768076127	-0.505629451	-1.827696834	-1.401867322	-1.597251632	-0.97842078	-1.085260986	-1.08447757	-0.021130782	-0.392985545	-0.997080057	-0.29100058	-0.36898701	-0.503619464	-0.651806114	-0.619738229	-0.617014089	-1.295779608	-0.972928067	-1.082530053
Klk1b4	1.112620073	1.984137241	0.909081827	2.463564915	1.910694292	1.560974127	0.89635711	0.779511881	0.212507085	2.984261221	3.498314702	3.79785344	2.381272296	2.888766624	1.907863606	3.787139884	2.788226313	2.330873865	1.216318272	1.384160354	1.949800103	3.784723825	3.071084745	3.221456427
Klra2	0.932847332	-1.208254263	-1.761643568	-0.480357457	-1.12341194	-0.604526941	-0.229399267	-0.06839409	-1.281635305	-0.863441095	-1.152195466	-0.78004408	-2.313197407	-1.378809426	-3.734513175	-2.477004193	-2.407172245	-1.934990263	-1.259771836	-1.062996169	-1.306965855	-1.577207256	-1.830085258	-2.690255696
Klrk1	-0.762081464	-1.316308935	-2.62893857	-1.797137235	-1.980090324	-1.470340944	-1.199152685	-1.600271081	-1.836017016	-1.82497496	-1.711006024	-1.416669629	-3.55821229	-2.92525345	-3.542628026	-2.967769355	-3.632138725	-2.914564466	-2.462745686	-2.806457845	-2.643477532	-3.198645962	-2.847216908	-3.341244681
Kmo	6.638147708	6.283921772	6.332826065	6.485594273	6.678198699	6.58512179	6.647458426	6.898619525	6.721960446	5.753502919	5.691687694	5.604572502	6.99354983	6.86559719	6.588492781	6.690598678	6.656696572	6.642684246	7.069626989	7.244192557	7.104672131	5.733522464	6.052096313	6.070563214
Kng1	10.62274737	10.79788035	10.5680321	10.80426012	10.66644594	10.5195478	10.71663943	10.76315426	10.73016441	11.00572278	10.96455025	10.99045147	10.05505191	10.20514566	10.15129566	10.07949812	10.31702815	10.21471981	10.21091482	10.1376316	10.29350614	10.60733031	10.69771475	10.44907641
Kng2	7.885287603	8.013959078	7.761345118	7.969939029	7.898286968	7.542714625	7.88258803	7.976976468	7.980927845	8.26116878	8.246089755	8.313735617	7.133994987	7.355562529	7.070239039	7.094848325	7.403872696	7.257830955	7.269145385	7.305614909	7.38551732	7.46921851	7.720387922	7.440786132
Kpna4	3.548448955	3.04741973	3.088158562	3.414879696	3.480614119	3.421317568	2.768796215	3.071822723	2.888287358	2.88643699	2.547723733	2.442168544	3.872897692	3.965341021	3.193274992	3.714641174	3.743978055	3.298015997	3.490967972	3.369954977	3.371656433	2.75120661	3.249830615	3.1262163
Krba1	-0.293997335	-0.665182335	-0.019287343	-0.292775618	0.016396476	0.105114834	-0.08877936	-0.457161522	-0.027138276	0.09366834	0.104027957	-0.027574959	-0.287177104	-0.244644072	-0.742294158	-1.07822246	-0.56293849	-0.548891777	-0.551291421	-0.120303643	-0.259517942	-0.4998241	-0.685584211	-0.618685614
Ksr1	-2.2335083	-3.381057744	-3.513632018	-2.708415301	-3.026169811	-2.814676391	-3.166088211	-3.873970224	-4.132904395	-2.72004145	-2.991943445	-2.891471529	-3.700360516	-2.488374088	-4.669638944	-3.627502506	-4.319227015	-3.720107992	-4.263913679	-3.69270485	-3.276009896	-5.318930406	-5.716437554	-3.903459622
Kxd1	4.872813988	4.937226674	5.062898817	5.148673843	4.561075583	5.040274376	5.432588667	5.293613267	5.48122466	5.247247768	5.666086208	5.75540304	4.595050062	4.567156004	4.602593466	4.986333565	4.712111499	4.820265777	5.055043774	5.186975884	5.2707756	4.918381464	4.843305538	4.850799423
Kynu	6.092609165	5.464678068	5.223136763	5.566005313	6.02811824	5.805514312	4.844059192	5.202527428	5.153217602	5.116335643	4.858408765	5.176937064	6.27242637	6.282617721	5.467644673	5.879281814	5.889553852	5.703380372	5.752863639	6.124400516	5.912312143	5.287959809	5.376589061	5.654146217
L1cam	-6.067111558	-5.206346119	-5.469807773	-6.492075288	-6.197907062	-5.890534059	-5.169679764	-5.237357615	-5.116730791	-4.814798199	-5.045934152	-5.835396998	-6.49343949	-7.030682898	-7.806894718	-7.981931507	-6.206766973	-5.996689066	-6.870134931	-5.380010496	-6.209230631	-5.481020992	-8.442558578	-6.982611895
Lacc1	2.344925052	1.520170776	1.553045878	1.7953098	1.885371319	1.90931613	1.266024896	1.292369492	0.98855018	2.04313099	2.082382409	2.227325209	1.542228329	1.719476989	0.471458022	1.55005351	1.716657335	1.04743369	0.757373207	0.975593504	1.041165868	1.262878105	1.411616062	1.037086975
Lactb	4.682584533	4.663082701	4.663281991	4.690556777	4.82921025	4.615998861	4.559608056	4.413397756	4.311575772	4.653690628	4.381629467	4.466574918	5.244620714	5.341523271	4.992310719	5.037448117	5.387634813	5.038357161	4.94035941	4.911557371	4.835530007	4.854304905	4.980815914	4.843144707
Lad1	1.30256472	0.145807862	1.454333844	0.522126074	0.856093313	1.278841186	0.191739503	0.189691746	0.16002952	-0.577314882	-0.582531445	-0.674132383	1.623206685	1.025291079	0.999365074	1.467712485	1.392696596	1.577880751	1.083696739	1.248698769	1.246608743	-0.102649585	-0.205328786	-0.350355113
Lair1	0.442970028	-0.68260099	-1.230912116	-0.797824289	-0.963126765	-0.632709459	0.578745536	-0.313667115	-0.792566885	-0.849632696	-0.941891351	-0.849931703	-2.184260638	-1.623353988	-1.871474308	-1.488337658	-1.886571532	-1.95091017	-1.041280539	-0.823263629	-1.287726468	-1.268997541	-2.069270231	-2.06627026
Lama1	-2.091522159	-1.745652675	-1.696746461	-1.724044186	-2.180809252	-1.704422721	-1.093968352	-1.924733	-1.729636117	-1.67516636	-1.376140628	-1.535026499	-2.646265698	-2.529889043	-2.877822951	-2.775939963	-2.35206111	-2.213738215	-2.214695533	-2.089261199	-2.035839464	-2.392849154	-2.56680978	-2.499034825
Lama3	-4.400050035	-4.880550856	-4.754386541	-5.556406927	-5.11643048	-4.393491822	-4.731823386	-5.487006577	-4.701720823	-5.081743232	-4.241799858	-4.222646358	-0.173730978	-0.579171619	-1.007843576	-1.384964203	-1.235939253	-0.542412012	-1.48815957	-0.998534966	-1.703402808	0.073971006	-0.047629155	-0.486513297
Lama4	-0.815453094	-1.310092575	-1.370907344	-1.385201595	-1.448898455	-0.827046596	-0.728234906	-1.585206337	-1.560744963	-0.77637975	-0.800910033	-0.681860198	-1.840004052	-0.883044445	-1.902712835	-1.957434103	-1.620041968	-1.611825896	-1.813215495	-1.390260164	-1.641977402	-1.450320973	-1.671232456	-1.464814968
Lamb1	-0.623629593	-0.387643726	-0.663012863	-0.32651232	-0.735271423	-0.073753067	-0.063863005	-0.438000396	-0.666720543	-0.304836421	-0.548919215	-0.433866787	-0.884098471	-0.679330484	-1.56142609	-0.906193762	-0.44055126	-0.664953575	-0.797237515	-0.741027685	-0.433034862	-1.235450017	-0.910119531	-1.039236248
Lamc1	0.23862791	0.103289487	-0.058250631	0.487373152	0.23332363	0.69210577	0.425169233	0.103490926	0.238309958	0.746587949	0.670214912	0.629538476	0.057623558	0.470063047	-0.470492858	-0.438215403	0.102483452	-0.226454271	-0.262868794	0.029799162	0.142217362	-0.281246036	-0.177449308	-0.310878
Lamc3	-2.316125718	-2.419885396	-2.557700853	-1.802210079	-2.365350976	-1.871384569	-1.692580801	-2.726978322	-2.600791711	-2.250920602	-2.858828828	-2.663456094	-2.613219949	-3.298417233	-3.981778328	-3.664944883	-3.400444538	-3.098987554	-3.198553248	-2.415914925	-2.521473364	-3.742637866	-3.333434629	-3.371184979
Lap3	7.152893232	6.869254527	6.673782534	7.027519015	6.875374617	6.878369773	6.577937836	6.854644016	6.801869996	6.620643589	6.578270029	6.791201968	7.347780798	7.333692067	7.124907082	7.41880556	7.295934198	7.175245137	7.374170076	7.273693045	7.329536249	7.04436133	7.127468202	7.242897798
Laptm4b	3.727484858	3.475162724	3.178176019	3.753454783	3.516733793	3.727452183	3.368265483	3.502305139	3.463360886	3.637645021	3.567837462	3.506614636	3.481544365	3.423618507	2.879088176	3.417136896	3.402012659	3.079041827	3.318370354	3.356650919	3.404330943	2.598184142	2.896079993	2.855597087
Laptm5	3.398432464	2.580451844	1.668949638	2.913944452	2.313541908	3.420536298	3.002360481	2.774791276	2.243349191	2.696249824	2.744860741	2.657880053	1.178485194	2.190636982	0.507617067	1.149428472	0.928427177	1.143843986	2.187143795	2.432620067	2.083002268	1.377362559	0.817934273	1.38761069
Lat	-1.871637964	-1.664768306	-2.119955554	-2.054644004	-2.345894465	-2.023316697	-1.56320279	-1.741666814	-2.31248059	-2.469425801	-1.861552476	-2.434870801	-3.361388213	-3.741223011	-3.966771967	-4.235690537	-2.619102136	-3.961469421	-2.006657505	-2.409163279	-2.59878023	-2.717486654	-3.262711278	-2.620680694
Lax1	-2.562124579	-3.596330015	-3.871351843	-3.501122552	-3.984781063	-3.730961107	-3.090594	-4.12038958	-3.667835395	-3.127059374	-3.767985715	-3.840317085	-5.635613141	-5.763186335	-5.799157203	-4.641315678	-3.726290769	-4.602343341	-4.442771284	-4.102098526	-3.503064448	-4.82704762	-4.623407327	-4.637920905
Lbh	1.612711064	1.038344869	1.109093059	1.383668354	0.883706828	1.847539981	1.173255383	1.003976353	0.812465366	1.196518919	1.267134245	1.317234595	0.223051788	0.79203072	0.062881552	0.523672349	0.248838402	0.413604913	0.54639321	0.922243527	1.107393275	0.633831064	0.219289353	0.690667394
Lbp	6.314649402	5.464576789	5.206373631	5.776109253	6.044931751	6.252118524	5.213471714	5.420590193	5.366315219	5.670423983	5.6135346	5.029276182	4.913344222	4.934780673	4.489363101	4.477767979	4.552272542	4.603934878	4.649374032	4.722236487	4.569564003	4.124319863	4.142299063	4.336047681
Lca5	-3.619882331	-4.157059453	-3.915556873	-4.634147135	-4.183724378	-4.335696302	-4.501511375	-5.702419299	-4.452186162	-3.884335999	-4.710411965	-3.949660186	-4.931749094	-4.319471835	-4.393858756	-5.179893761	-4.936640644	-5.067600122	-5.260901257	-5.713800154	-6.206873538	-6.514573173	-5.289291191	-4.933824543
Lcat	8.801530537	8.688404188	9.210425395	8.93516505	8.817805501	9.203504623	9.222280512	8.777488758	9.169318742	9.301841394	9.544079618	9.183689962	8.246963813	8.273357364	8.652690838	8.362623303	8.440358425	8.661792347	8.651058869	8.611205584	8.80054727	8.920337967	8.938115209	8.824806033
Lck	-0.995399375	-1.564298873	-2.108705256	-2.514078619	-1.555701869	-1.10232896	-1.466181524	-1.72092576	-2.158693451	-1.666910644	-1.542105276	-2.502415224	-3.171888402	-2.63518107	-3.727125424	-3.061818108	-2.887409283	-3.552862222	-2.118037868	-2.325221195	-2.463963019	-4.211190695	-2.401825388	-3.138752861
Lcmt2	1.516080723	1.096477769	0.946775768	1.122745597	1.120915901	1.357613934	1.185923618	1.117781469	1.164548169	1.181477889	1.187191314	0.94613944	1.351735736	0.795791879	0.662898192	1.010371674	0.99646106	1.105879183	0.4745866	0.908274918	0.497270012	0.774730141	0.78091477	0.792896988
