GenSymbol	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12
Arsa	1.817418605	1.213098386	1.638444603	1.480161699	1.680927417	1.988822815	1.454207485	1.32947382	1.60501541	1.2427915	1.43713184	1.410020832	3.129822072	3.342995565	2.442237563	2.375998592	2.654327839	2.38335593	2.980423861	3.391973883	3.554858948	2.618118818	2.96473131	3.108474275
Arsg	3.543013255	2.599615349	3.289648585	3.182385613	3.252943917	3.25790071	2.235708681	2.209422172	2.415861404	3.631348786	3.698962975	3.552450852	3.962983894	3.465347637	3.44619005	4.32154573	3.628738606	3.421142493	2.708915575	2.606302453	2.837238873	3.779553903	3.649466009	3.835843249
Arsk	1.471405995	1.346304516	1.159648559	1.398257326	1.41184923	1.392086573	1.559540759	1.792580527	1.598417614	1.309211119	1.151832845	1.182908368	1.250652391	1.256346463	0.800562412	1.206724483	1.189660122	0.667510686	1.172948285	1.218396811	1.221858525	0.732633898	0.742911655	0.823447748
Art2b	-0.681779197	-3.976048063	-2.971702439	-2.673830851	-1.654721725	-0.764888131	-1.683024802	-1.449737611	-2.512595975	-2.776977877	-2.794557438	-3.488660701	-4.752787025	-2.20433943	-5.247905008	-3.254399512	-5.339450287	-4.807261438	-4.938864743	-2.289100796	-2.715372161	-3.645057734	-6.199676817	-4.556108232
Art3	-0.014929528	0.331911547	-0.676173414	0.18790707	-0.744139167	0.16002952	0.382401651	-0.278536341	-0.41239306	0.027960829	0.174994371	0.121890702	-0.932044696	-0.601958343	-1.497848664	-0.227153227	-0.810368973	-0.770153707	-0.688868941	-0.279838882	-0.910059888	-1.03879454	-0.363541959	-0.541891021
Art4	-0.305604723	-0.289506297	-0.686707704	-0.433874583	-1.206701706	0.282297456	0.440792775	-0.253160993	-0.135804741	-0.478591398	-0.114155473	-0.375794271	-1.38416188	-1.109246706	-1.388680288	-1.435069737	-1.304815035	-1.073538993	-0.411627155	-0.240874853	-0.325499575	-1.061938582	-1.449457838	-1.531577252
Arvcf	1.388283234	1.379864902	1.552322963	1.090995661	1.1376609	1.49928209	1.630153817	0.693578395	0.972707357	1.690984675	1.673058857	1.758008894	0.791780738	0.72817304	0.796747248	0.593678849	0.959480845	1.027345171	0.46387352	0.658206912	0.822844336	1.481128412	1.446891405	1.603677376
As3mt	4.452720617	3.872267329	4.20400765	4.479456935	4.240184557	4.180776436	4.75009193	4.790167314	4.824508206	4.61344325	4.649195809	4.213308395	3.654550109	3.768057256	2.743945752	3.788017448	3.662786563	3.111285098	3.644652338	3.77535612	3.834266245	2.233495437	2.581818812	2.307673325
Asah1	4.608620024	3.776461985	3.632640476	4.255032348	4.238840348	4.293252756	4.128524372	4.132552167	4.153683756	4.06945299	3.756564328	3.770004413	3.830742091	3.98848474	3.07186047	3.855740592	3.775851231	3.532217202	3.982245232	3.860982656	3.707933335	2.91398465	3.241539718	3.303221093
Asb2	-0.020571649	-0.881289445	-0.531527203	-0.033209273	-0.728849263	0.097866953	-0.97866526	-0.715483498	-1.684651726	0.354192599	0.010149641	-0.777912638	-1.497600142	-1.477875935	-2.24091577	-1.31873246	-1.552109818	-1.077308903	-1.885062673	-0.971176277	-1.752835646	-1.733339373	-1.532833226	-1.443948322
Asb4	-2.623949715	-3.318916009	-4.265658109	-3.426271824	-3.553468493	-2.717666955	-3.348065586	-4.248324453	-3.109259156	-2.795588803	-2.964927939	-2.818457232	-3.662995502	-2.745938147	-3.605479712	-3.539628575	-3.425326082	-3.791433798	-4.85606435	-4.547169283	-5.047126139	-4.526669837	-4.884994466	-4.312967987
Asgr2	7.115751165	6.934221611	7.047080276	7.407573694	6.945736443	7.292183569	7.371820197	7.32015971	7.523412974	7.510914461	7.593570398	7.171537114	6.834736494	6.8930952	6.781451518	6.885244889	6.882251757	7.044525267	7.17951105	7.073681012	7.175185244	7.213425053	7.026899628	7.169604367
Asic5	3.596326936	2.941773028	3.377304248	2.301997279	3.461358297	2.95575544	1.361526954	1.811039391	1.661247944	3.841912754	3.667937528	3.937570384	4.197944002	3.9347052	3.85832919	4.250468973	4.149234973	3.873803357	1.301166189	1.307807365	1.312217892	4.677575893	4.889522216	4.977879777
Asns	-1.933744069	-1.948268748	-2.593319666	-2.425555484	-2.190944525	-2.755122681	-3.025171167	-3.853444871	-3.380322938	-2.305060987	-2.415276045	-1.954249511	0.861073999	1.038576651	-0.279898434	0.514319236	-0.429136862	-0.054840306	-0.20400204	1.998780407	2.178526624	1.891598054	1.446240347	1.599151136
Aspg	4.918949081	4.848046999	5.14853556	5.022079245	5.068481649	4.842883319	5.678548029	5.71612392	5.892473602	5.488148633	5.517007919	5.210591476	4.809234353	4.620328344	4.359380605	4.169251587	4.506494043	4.608903843	4.543749508	5.049748374	5.19675653	4.666296446	4.709952271	4.779291243
Asrgl1	2.223144488	2.069471894	2.077519888	2.457644193	2.330268685	2.145103523	2.393849987	2.569133777	2.545108425	2.816138872	2.793897963	2.89143863	2.246706021	2.26257748	1.782802736	2.206611969	2.187653746	1.806229181	1.761289529	2.196742369	2.136289838	2.110349879	2.495751437	2.25376241
Astn2	-1.852891319	-2.710028648	-2.140253033	-1.870592999	-2.44131309	-1.673389023	-1.856982815	-2.67325098	-2.57999952	-2.365916063	-1.935216458	-2.197156631	-2.911478439	-2.556393349	-3.668060945	-2.843080509	-2.596989749	-3.262129831	-3.118100497	-2.517436671	-2.037188928	-3.108151568	-3.759563054	-2.456539751
Asxl1	1.269894914	0.446859653	0.659486205	0.80524292	1.301142771	1.101690412	0.776693582	0.814493002	0.916942818	1.135751553	1.013455113	1.088297666	0.876605347	1.134004026	0.006377024	-0.077470256	0.312537393	0.410579906	0.210762894	0.805845486	0.469635957	0.358823831	0.322828056	0.179982317
Atg10	2.171392598	2.211625909	2.004443863	2.298417846	2.286292716	2.041095761	2.132655802	2.497890787	2.388189537	2.479458228	2.384831746	2.424330919	1.96237874	1.956926469	1.49758682	2.240531099	2.261912876	2.056312998	2.092965128	1.883182859	1.926291725	1.847580068	2.058936392	2.023571185
Atg4a	1.892181164	1.667583349	1.47473195	1.233930997	1.588545549	1.074567089	1.061631057	1.666129394	1.207224435	1.150221708	1.06754235	1.130575093	1.892892239	1.932752864	1.85523627	2.187292681	2.130802405	1.628096991	1.502819395	1.674654986	1.47472676	1.238854102	1.646913769	1.464166373
Atl1	-0.982083792	-1.487435302	-2.068398629	-1.501291628	-1.350099479	-1.6341955	-2.099420263	-1.933975582	-2.759639261	-2.083587562	-2.087690444	-2.049421102	-1.279963245	-1.48525256	-1.473105882	-1.199676154	-1.186343976	-1.330624852	-1.682997007	-1.444513641	-1.213775023	-1.709051933	-1.535611936	-1.395230277
Atp10a	-3.100719169	-3.698461985	-3.906731908	-3.543662317	-3.423645432	-3.027851446	-3.515193253	-4.008503441	-4.168060514	-3.196885407	-4.241988206	-4.346658903	-4.187433759	-5.023199406	-5.35588161	-5.448451893	-6.258447242	-4.878457233	-5.156560223	-4.972241248	-4.47671025	-4.375275079	-4.068212271	-5.548762191
Atp13a2	1.84103919	1.266810523	1.429648098	1.647167124	1.562972594	2.087870133	1.649054366	1.620553568	1.49641633	1.929139555	1.985041318	1.826786417	1.318987774	1.376823793	1.034434076	0.701451469	0.809159223	0.892787348	1.393064683	1.427949375	1.384873179	1.221642025	1.314174451	1.367851884
Atp1b2	-2.412769443	-2.151368447	-2.130757122	-2.012705332	-2.698070595	-1.713317532	-2.594147017	-2.868342037	-3.313312131	-1.944199068	-1.969988874	-1.869374829	-2.538530113	-2.686099424	-3.959082327	-3.118676813	-3.12261696	-2.7366867	-3.141742034	-2.881401063	-2.630411796	-2.381874133	-3.096332328	-2.393152263
Atp2a3	-1.547547946	-1.844654882	-1.984725104	-2.059831746	-2.186485161	-1.303938506	-1.379293487	-1.875004938	-2.093318707	-1.666768638	-1.492171877	-1.650979017	-2.706568301	-3.034857754	-2.380709078	-3.037319206	-2.118632955	-2.183775504	-2.258867002	-1.956946724	-2.720783093	-2.897167211	-2.934764104	-2.595872916
Atp2b2	-0.511779113	-2.118745736	-1.586340933	-1.019173303	-1.101567181	-0.289908384	-3.043848163	-3.463738571	-3.713839907	-2.5434083	-2.974681987	-2.408113815	-2.082383408	-2.46604202	-3.110915901	-3.12065809	-2.207721008	-3.988614285	-4.430991183	-4.429246422	-4.005203073	-5.267260183	-5.207241247	-4.156122895
Atp4a	-0.555396536	-2.019591495	-2.871115387	-1.837789964	-1.8382387	-1.825588468	-4.162162008	-2.558618511	-4.105844544	-2.061878344	-2.215110791	-1.994263722	-0.799088922	-1.203236142	-1.607339669	-0.967732674	-1.583653128	-1.436994203	-1.368852868	-1.180093158	-1.48032928	-1.360979046	-1.429964598	-1.418346024
Atp5sl	3.079586329	3.447751093	3.656347631	3.225998256	3.130009952	3.551454494	4.127856104	3.932741527	4.342988456	4.039199821	4.264814134	4.029567731	2.90226078	3.009786078	3.122001734	3.033451194	2.909289245	2.949583489	3.324580215	3.511202348	3.529870909	3.635951689	3.602599404	3.616922242
Atp5s	2.009261167	1.723121646	1.820158535	1.650332605	1.950927465	1.739187076	2.234157927	2.241464973	2.306058043	2.010174711	1.879360733	1.849462901	1.43956995	1.348249419	1.514263682	1.436918709	1.688292278	1.569029239	1.885675877	1.790063025	1.922190235	1.671556069	1.732199723	1.521126137
Atp6v0d2	2.354048691	3.213387723	2.298848903	3.110698987	2.590860668	2.937406543	3.268236751	3.559687586	3.698562994	3.100446208	2.556093381	3.165522881	0.03408891	0.395655115	-0.83546599	0.512075149	0.809636697	-0.169043784	-0.431352995	-0.120789853	-0.324016103	0.377390325	0.5766479	0.512944894
Atp6v0e2	1.015804402	0.320738824	0.384337212	0.19367083	0.513854532	0.478806177	-1.318174761	-1.916975939	-1.731105742	0.349489838	0.328480341	-0.116391695	0.666511199	0.446436225	0.537514754	0.756459717	0.507008078	0.511721033	-1.478744184	-1.288159769	-0.875261616	1.370448885	1.094783312	0.890244332
Atp8a1	-0.982779305	-1.602061261	-1.742955578	-1.443701065	-1.200014191	-1.158303776	-1.20440592	-1.242113102	-1.183922994	-1.315267423	-1.576415375	-1.715736998	-2.39684014	-1.457323939	-3.100385053	-3.384984549	-2.516470533	-2.711209137	-2.44709966	-2.12598842	-2.346437306	-3.250755802	-3.132236349	-2.796610883
Atp8b2	-1.636310823	-2.436369348	-2.430610017	-2.416916149	-2.026199194	-1.877653291	-2.039749274	-3.005156741	-2.693406439	-2.245971103	-2.336799316	-2.656780949	-2.869195619	-2.229071184	-3.533097078	-3.570627206	-2.694367947	-2.971759028	-2.848317798	-2.557938708	-2.257603948	-3.644915156	-3.847235595	-3.048973279
Atp8b4	-2.297381461	-3.478109829	-3.450694765	-3.238435577	-2.98431975	-3.41134278	-4.356868618	-3.790634977	-4.184681656	-3.07620123	-3.484275439	-3.115509919	-0.587257489	-1.224266737	-1.905428804	-0.82608202	-1.1877203	-1.364674651	-1.842987344	-1.775974548	-1.862695844	-1.54958211	-1.557085159	-1.430298935
Atpif1	6.043261378	6.560742463	6.948822748	6.110707755	6.232457384	6.300466049	6.814012004	6.447298168	6.882031608	6.544916535	7.372203401	7.464071921	5.345463796	5.510066285	6.139166582	6.109521454	6.136378029	6.286215817	6.051198063	6.456901406	6.161027048	6.233113446	6.533566463	6.296026003
Atraid	6.916655776	6.514707743	6.633662244	6.984555174	6.765428662	6.790993533	6.630971825	6.690025917	6.778458292	6.923184843	6.97157804	6.648048336	6.48182203	6.333287759	6.238097059	6.854706344	6.461762638	6.348575911	6.349467899	6.508366849	6.454671076	6.163188745	6.371733091	6.342935138
Atxn7l3b	5.71723498	5.891482376	6.088716168	5.66230236	5.606468879	5.741936123	5.760588228	5.630539436	5.569925463	5.715143831	5.827410034	5.867380065	5.320242764	5.171150771	5.833294924	5.259445751	5.64022758	5.47450743	5.253887185	5.296071903	5.257338809	5.761681534	5.639585268	5.580793707
Atxn7	1.025737561	1.091015978	1.212114826	0.685357124	1.312438646	1.126173339	1.644373159	1.520070175	1.647075	1.586735925	1.26990688	1.414866169	1.050390248	1.199223175	0.776466196	-0.113713639	1.008250221	0.722632143	0.741730153	1.10521543	1.08077362	0.97711137	1.282143229	0.779721981
Axl	2.257080035	1.3398785	0.628530987	1.608842353	1.059016024	1.750752268	2.134079621	1.758806306	0.846970625	1.568304561	1.597297559	1.477242122	0.3757123	1.025312343	-0.169405544	0.371190824	0.090704412	0.128425389	0.897867716	1.024206188	0.706835525	0.290035071	0.449524399	0.436321774
B3galtl	-0.89304605	-1.156897313	-1.045565432	-1.105228016	-1.073769769	-0.917943294	-1.33068291	-1.18525764	-1.163332543	-0.980252546	-1.38028463	-1.093654269	-1.458576354	-1.222478024	-1.25126056	-1.232558762	-1.308144279	-1.264796724	-1.689208526	-1.179632299	-1.144121897	-1.499128618	-1.710854889	-1.598727794
B3gnt1	3.609719509	3.15852123	3.055700648	3.665438253	3.303381852	3.577477169	3.076521471	3.52733312	3.520862219	3.639891993	3.671995298	3.562120286	3.253742747	3.078203336	2.629025491	3.22600134	2.891339467	3.053531916	3.072970129	3.185132328	3.187975143	2.53710966	2.914155	2.9786917
B3gnt8	-1.918038702	-2.132432429	-1.991352486	-2.863829618	-1.860111444	-1.382148621	-0.996711521	-1.594682871	-1.311470482	-1.843080509	-1.213400293	-1.936729012	-2.68635942	-2.519916907	-3.257886831	-2.888220817	-2.632172712	-2.685097017	-3.239879567	-2.372452925	-1.855092187	-2.061282123	-2.249184287	-1.766597827
B3gntl1	-0.35740932	-1.020325817	-0.511092237	-0.852888713	-0.618107557	-0.556431538	-0.32013846	-0.399890132	-0.47449435	-0.317320639	-0.645096539	-0.643261201	-0.771480498	-1.137127318	-1.052320379	-0.809847888	-0.842995107	-0.927057302	-1.174028808	-0.914621576	-0.838481179	-0.706645997	-0.561673078	-0.984479594
B430306N03Rik	-0.549789064	-1.728574324	-2.293054877	-1.312670512	-1.961485154	-0.958975752	-1.222680027	-1.482984393	-1.760166955	-1.4083359	-1.309005495	-1.797678827	-3.279297764	-2.063469472	-3.563229222	-3.075410555	-3.166256568	-3.164755001	-2.25879105	-1.963498073	-2.988160903	-3.160117788	-3.35051808	-2.971985402
B4galnt1	5.183057692	4.643405999	5.116722392	5.195004996	5.198902702	5.477586671	5.025431948	4.606240853	5.202664549	4.941275367	5.118392952	4.921912326	4.548763352	4.699029627	4.306510154	4.318201132	4.364670476	4.660900102	4.642314568	4.8120823	5.004267666	4.532341898	4.405189127	4.546585829
B4galt6	-1.166068786	-1.058506017	-1.786890413	-1.148317711	-1.835399058	-0.949867513	-1.217343179	-1.110507767	-1.984274084	-1.320666289	-1.521274574	-1.422172409	-2.279276754	-1.747443857	-2.405818381	-2.304982563	-2.014260598	-2.31604669	-1.820876268	-1.916398561	-2.652747087	-2.227496075	-2.457672603	-2.135135985
BC021767	-1.05585221	-0.83920886	-0.349446807	-0.855791744	-0.440588461	-0.760203607	-0.74066604	-0.632966721	-0.594959589	-0.887598778	-0.767968027	-0.648706379	0.400527	-0.148033134	-0.266550206	-1.1718754	-0.461005014	-0.057894668	-0.21124915	0.644290087	-0.200085454	0.422846554	0.102752181	-0.462753639
BC021891	-0.048352529	-0.468856627	0.105637853	-0.684220482	0.619854321	-0.386285429	-0.134128682	0.203777493	0.377767889	0.239837932	0.267451901	0.276699135	-0.580916371	-0.785457371	-1.515670038	-1.685027431	-0.76203253	-1.105867522	-1.091248567	-0.361029074	-0.260997028	-0.559906767	-0.074173715	-0.434231271
BC023829	2.898461842	2.497367106	2.521975374	3.037733627	2.891372522	2.788268083	2.76286754	2.823327494	2.982458823	3.023844377	3.101283641	2.85609929	2.392833953	2.444606114	1.757164094	2.220286611	2.126592976	2.225546412	2.351718777	2.310889753	2.269090015	1.737189195	2.167084908	2.019470638
BC030476	-4.12020642	-3.540936079	-4.496363874	-5.443232569	-4.380987102	-4.618994006	-3.679093464	-4.46488665	-5.315157569	-3.901140667	-4.578863002	-4.013993695	-6.639103134	-5.181704378	-5.802655935	-6.129941036	-5.253392103	-5.721361458	-6.32082053	-5.105625966	-7.101223707	-4.201339928	-4.9880968	-4.71185551
BC037704	-2.151932563	-2.081338993	-1.992442794	-2.373858077	-2.409776458	-2.267649169	-2.412408421	-3.080161115	-2.664791177	-1.496345965	-1.599011845	-1.270507266	-2.718559307	-2.848203515	-2.543938253	-3.419763421	-3.633094251	-2.838016893	-3.795733053	-3.900722573	-3.157965714	-1.62441224	-1.46370037	-1.649724549
BC048546	0.389159275	1.153020556	0.532775756	0.316400654	0.533822462	0.50493559	1.734408316	1.484983646	1.286780629	-2.159885674	-1.942822869	-1.210809956	0.421629957	0.886144302	1.598169847	1.062543127	1.332100657	1.222112099	1.522010539	1.40522998	1.903728593	-0.07657391	-0.454925193	-0.579311725
BC068157	-3.113723005	-2.503502881	-2.885083989	-2.680539291	-3.359811483	-1.744820774	-2.452356706	-2.444380143	-1.966923111	-2.108954173	-2.099117353	-1.836351853	-3.401512828	-2.586769887	-3.401439653	-3.818705569	-2.996818041	-3.979389278	-3.732985404	-3.710733047	-3.310933479	-3.971032606	-3.839282165	-3.188206762
BC089597	7.617805371	7.680408755	7.404273031	7.855771732	7.380616907	7.665236418	8.001166083	8.060841815	8.044093527	7.688152377	7.602632063	7.650886597	4.695219938	4.809193187	4.443182267	5.053419832	4.754914218	4.832211535	5.894922022	5.690056656	5.819343745	3.251720607	4.057337625	3.846744023
Bag3	3.44907269	3.905812981	4.175827958	4.234838503	4.356707253	3.996470099	3.337753901	3.136488362	3.399212118	2.909623356	3.085620107	2.887065095	4.958374071	4.961720554	3.779711477	4.252090132	4.506081414	4.554134485	4.131103785	4.431696497	4.637355208	3.435655261	3.888528959	3.404412697
Bahd1	0.806439551	0.507708393	0.57097774	0.830985412	0.831731343	1.127045518	1.11257337	1.003184838	1.064820784	0.896698103	0.755827619	0.863224853	0.908267231	0.68242048	0.320346034	0.177139643	0.343953527	0.454491777	0.591937873	1.074361571	0.957877463	-0.06072828	0.045289187	0.315890786
Baiap2	3.834660658	3.516645558	4.461266608	4.102977202	3.837226761	4.751383379	3.570839343	3.00719909	3.692393719	3.696383377	3.731139786	3.07859788	2.517673797	2.585736539	2.897465042	3.06222535	3.302183038	3.543087516	2.595785297	2.601872386	2.921331591	2.780396196	3.128530971	2.738891028
Bambi	-1.243847755	-1.380517498	-1.582144785	-1.122321703	-1.594639298	-1.377590612	-1.053478729	-1.146962477	-1.33781638	-1.015003872	-1.493946522	-1.40047653	-2.125075587	-2.082664491	-2.079776835	-1.242932364	-1.426815518	-1.915228172	-1.48106207	-2.039286653	-1.543534462	-2.287148937	-1.83686714	-1.97335006
Bank1	0.422082263	-0.810035052	-1.597954586	-0.775418817	-1.046867394	-0.501935035	-0.590590597	-0.560917343	-1.182124651	-0.573962874	-0.873320469	-0.779457062	-1.937485884	-0.885203895	-2.273796557	-1.795283322	-2.049982569	-2.247326756	-1.589320244	-1.681325675	-2.08983839	-1.234937177	-2.044205139	-1.957355663
Basp1	-0.561360092	-0.18769401	-0.942207334	-0.48857042	-1.327982065	-0.12379073	0.368857729	0.035609835	-0.338111791	-0.640672251	-1.068870681	-0.80637206	-1.695942281	-1.613175813	-0.848206113	-1.489297283	-1.404091563	-1.359708551	-0.708146585	-0.585089463	-1.40987229	-1.118642353	-0.549683472	-0.998667565
Batf2	-1.988693298	-2.052230624	-1.906504726	-2.155816845	-2.706700151	-1.287367245	-0.838251597	-2.427727307	-2.321762194	-1.355538236	-1.549278069	-2.225389606	-2.738043209	-2.697368606	-2.773195563	-3.055807221	-3.193806296	-2.690292943	-2.27162144	-2.00571862	-1.876852976	-2.398885432	-2.778313435	-2.425214494
Batf3	-0.234309112	-0.730404252	-0.99725284	-0.741888766	-1.440745107	-0.652418244	0.079893481	-0.202007568	-0.721665479	-0.977858064	-1.9539197	-0.978719279	-2.535992597	-4.022957816	-2.77325474	-1.557955699	-2.259509307	-2.897134968	-1.32601671	-2.002957669	-1.585331878	-1.372774196	-1.035469766	-2.487831783
Batf	-0.797881976	-0.92385414	-1.210305799	-1.174813551	-1.849497512	-0.865303279	-0.364763818	-1.448540092	-0.905253165	-1.162221416	-1.055723246	-1.256328212	-2.838058157	-2.40318314	-1.425524481	-3.116435485	-2.967475934	-2.479697447	-0.986247622	-0.639251431	-0.905712575	-2.596693006	-1.646884517	-2.767408003
Bbc3	3.300772425	2.712340453	2.647763483	2.450707152	2.506254098	2.777623809	1.785378966	2.00571616	2.052158496	3.115113168	3.156700787	3.160216735	2.178080385	1.937031712	2.133639144	1.941361766	1.957610059	1.684567422	1.621393156	1.84196507	2.256050514	2.294306078	2.829626341	3.006272886
Bbs12	-3.205922726	-3.035106075	-2.966855432	-4.200406016	-4.27296098	-3.405312347	-2.529497494	-2.373484233	-2.412308579	-3.508378779	-4.442877963	-3.745392413	-4.563601037	-4.630937164	-3.934316303	-5.694635042	-6.647986762	-5.115880074	-4.884998728	-4.625692072	-4.621200754	-5.881201219	-5.137279635	-6.013422759
Bbs1	-2.041298354	-3.274403666	-2.828946932	-2.467557356	-2.044092087	-1.747235578	-2.750028042	-3.487288065	-2.855368837	-2.132989188	-2.033516374	-2.404931792	-3.17096556	-2.795438559	-4.052413731	-3.545182303	-3.486561809	-3.209374741	-3.397027061	-3.127273661	-3.091380745	-3.596368404	-3.442631673	-3.460769906
Bbs2	-0.577487101	-0.4982093	-0.260428368	-0.99747749	-0.555960605	-0.350605273	0.029134804	-0.333974256	-0.049649545	-0.572153577	-0.070910451	-0.066765793	-1.021780936	-1.139703001	-1.357159825	-1.656944722	-0.787707087	-0.988404177	-1.124811288	-0.718312431	-0.766696006	-0.431352995	-0.872094714	-0.878798885
Bbs9	0.587422602	-0.352411025	-0.061563641	0.278627124	0.536251879	0.595016633	0.044883678	0.075956991	0.233164077	0.265616922	0.497740089	0.135403531	-0.309902993	0.010880072	-0.947595236	-0.744552444	-0.485117258	-0.271339333	-0.136898873	-0.177723429	-0.194966799	-0.872511988	-0.304604762	-0.70256204
Bcat2	3.412591863	2.640398815	3.782209342	2.874273685	2.932367371	2.957881177	3.416285792	3.081799771	3.610971664	3.48610937	3.766891938	3.803795322	2.363328097	2.076223864	2.690195813	2.759829076	2.580155135	2.887920983	2.457357894	2.477312075	2.825378604	2.909500473	2.604726083	2.909886365
Bcdin3d	1.565436326	1.045044497	1.246791133	1.265856921	1.185428914	1.282190685	1.299168447	1.380286156	1.162035974	1.34419789	1.1315829	1.284271295	0.925824766	0.484859943	0.54665003	0.803838709	0.951304301	0.518333702	0.811018833	0.92865457	0.700750419	0.658855838	0.547657112	0.842632946
Bche	5.081897746	4.610215776	4.219795811	5.03870394	5.072813251	5.002229945	4.666699792	4.998240643	4.863591607	5.094320534	4.859790691	4.989942804	4.416947805	4.602474696	3.226232603	4.227263589	4.293201248	3.728617135	3.861737058	3.875239443	3.933704816	3.41596143	3.766764756	3.685996196
Bckdhb	6.768488715	6.768329911	6.73992909	6.814934886	6.704166487	6.611728631	6.363349826	6.364525159	6.41243605	7.236329971	7.207238885	7.276636239	6.607080225	6.717224011	6.412886506	6.823443672	6.665634375	6.566573163	5.841804593	6.120594554	6.001923813	7.007599184	7.0690684	6.910684699
Bcl10	3.098018604	2.376393191	2.114760131	2.822040752	2.403319538	2.761353364	2.560983906	2.712397685	2.746555704	2.752540948	2.57632138	2.844389671	2.429291907	1.971129654	1.916530147	2.649514294	2.471640102	2.09497581	2.18964431	2.2358312	2.184467563	1.836182685	2.271249362	2.161474964
Bcl11b	-4.602900654	-4.440868086	-4.042183441	-4.661945099	-4.845805675	-4.203985754	-4.263461969	-5.244346	-4.191548058	-4.762050636	-4.59308287	-4.962114592	-6.364563199	-5.485486845	-6.056030378	-6.009439494	-6.779703729	-5.569617944	-4.639300866	-4.667301918	-4.568032653	-5.433461091	-5.494037547	-5.969531136
Bcl2a1a	-0.487471709	-0.970381739	-2.384538502	-1.301863329	-1.892510306	-1.313021754	-0.476584579	-0.967670601	-2.725193274	-1.140109941	-1.306962285	-1.066874591	-3.194057137	-3.25997222	-3.170354989	-2.155386169	-3.158880275	-3.556753219	-1.891878383	-1.843008047	-1.873703731	-2.581604931	-2.065738658	-3.234193713
Bcl2a1b	0.769272421	-0.173947427	-0.984479594	-0.367363246	-0.912545306	0.31567056	1.029735566	0.844771284	-1.300608281	-0.367534475	-1.068198961	-0.55573792	-2.049170304	-1.896135816	-1.674277418	-0.895255417	-1.953528497	-1.90956928	-1.520839816	-0.340409674	-0.584970436	-2.30160014	-1.670428592	-2.027963232
Bcl2a1d	-0.36882865	-1.202007568	-1.561413316	-1.321491746	-1.504108399	-0.884982743	-0.281181168	-0.675007415	-3.269512201	-0.92043142	-0.834472617	-1.066874591	-2.740335816	-2.465284949	-3.929342493	-1.846433296	-2.504010189	-3.908225706	-1.825537332	-2.161537078	-1.546127421	-2.453849823	-2.220580573	-2.290779957
Bcl2l11	-0.17738568	-1.036650175	-0.436947329	-0.76120825	-0.044316712	-0.101610524	0.499139192	0.09134102	0.547785415	0.924578804	0.780998732	0.564036662	-1.71730163	-0.89860541	-1.73371358	-1.801938405	-1.453687797	-1.767501325	-1.09195571	-0.608472016	-0.366150341	-0.611521677	-0.363404611	-0.248421451
Bcl2	-1.660278812	-1.206838238	-1.324758552	-1.99685259	-1.802597553	-1.121897771	-1.23611936	-1.71377176	-1.794817713	-1.603879977	-1.473258088	-1.558066147	-2.519296448	-2.234254805	-2.2582802	-2.446407504	-2.027839679	-1.928094578	-2.498928805	-2.184831206	-1.825767457	-2.329572958	-2.210963575	-2.267607487
Bcl9	-0.992838951	-1.328547192	-0.443179215	-2.018328517	-0.591183812	-0.82106232	-0.813763158	-0.904572425	-0.589313732	-0.890773184	-0.824423025	-0.733169092	-1.050227532	-1.678852326	-1.930726788	-2.527832516	-1.687144338	-1.26164893	-2.3037711	-1.370247058	-1.106709246	-1.613140505	-1.507804288	-1.610349492
Bcmo1	1.7970711	2.11782468	2.386540588	2.17352404	2.007880798	2.553080293	1.778725835	1.523491701	1.60484941	3.128880655	3.248609216	2.801644992	1.030646834	1.271521295	1.292928955	0.843212057	1.169527404	1.062080255	0.977279923	1.042125995	1.029184288	2.187232495	2.185298868	2.242913418
Bcor	1.258247546	0.077352393	1.401723294	0.579093236	1.149805639	1.263160636	0.801580847	0.507424248	0.836917858	1.159661475	1.036960422	0.942630855	0.098298272	0.229821688	-0.773168441	-0.040915381	0.456206873	0.642747774	-0.715256096	-0.194090145	-0.055191019	-0.098303211	0.522065796	0.179905906
Bcs1l	3.277773533	3.137442864	3.295655443	3.220394968	3.054353605	3.188062209	3.194249409	3.1260114	3.181143906	3.176424907	3.349506822	3.17194016	3.020135903	2.999839491	3.081039603	3.173296964	3.012169955	3.133704895	2.985562363	3.030710389	2.963819959	2.987515517	3.122859876	2.929838329
Bdh1	6.885586566	6.428045216	6.736050094	6.613892576	6.717224011	7.075072624	6.715824748	6.625106803	6.576856168	7.112700133	7.164052115	6.918088028	6.293920366	6.21578924	5.98584649	6.337365004	6.242960658	6.073723851	6.355171354	6.355809162	6.390891198	6.252669217	6.573424518	6.439086182
Bdh2	2.972148554	3.491096284	2.966973037	3.6927731	3.159840667	2.989093582	3.487614972	3.943368141	3.397830337	3.568749625	3.804167169	3.782282743	4.142772841	3.99606329	3.928294514	4.218796664	4.154032259	4.12348411	4.113125373	3.975841091	3.97603363	4.154129501	4.405577185	4.356672044
